day,price
9/8/20,27.68277
9/8/20,25.34195
10/8/20,24.29272
10/8/20,23.87303
10/8/20,22.75072
10/8/20,22.12062
10/8/20,22.75561
10/8/20,24.9979
10/8/20,27.28915
10/8/20,21.64715
10/8/20,16.28309
10/8/20,15.83742
10/8/20,17.39577
10/8/20,21.6783
10/8/20,23.21226
10/8/20,24.92876
10/8/20,25.71959
10/8/20,27.74338
10/8/20,29.87141
10/8/20,37.15275
10/8/20,49.34522
10/8/20,63.4615
10/8/20,43.62672
10/8/20,35.75921
10/8/20,28.12217
10/8/20,25.47344
11/8/20,24.50195
11/8/20,23.34213
11/8/20,22.29374
11/8/20,21.57573
11/8/20,22.36343
11/8/20,25.33606
11/8/20,28.43918
11/8/20,21.74819
11/8/20,13.52791
11/8/20,15.01526
11/8/20,15.66217
11/8/20,18.98805
11/8/20,21.79114
11/8/20,23.90536
11/8/20,25.59801
11/8/20,25.63226
11/8/20,29.07638
11/8/20,37.20536
11/8/20,49.23963
11/8/20,68.63761
11/8/20,46.51012
11/8/20,34.82129
11/8/20,27.86086
11/8/20,26.68219
12/8/20,15.52624
12/8/20,14.86749
12/8/20,13.79729
12/8/20,13.60137
12/8/20,14.40237
12/8/20,17.03749
12/8/20,25.98367
12/8/20,15.65142
12/8/20,11.54034
12/8/20,12.58736
12/8/20,13.17114
12/8/20,15.87515
12/8/20,17.71914
12/8/20,17.45312
12/8/20,18.64872
12/8/20,22.83424
12/8/20,23.49573
12/8/20,30.12634
12/8/20,45.59387
12/8/20,68.78552
12/8/20,41.17589
12/8/20,28.90586
12/8/20,21.46678
12/8/20,19.5416
13/8/20,16.79372
13/8/20,15.7873
13/8/20,14.54986
13/8/20,14.42875
13/8/20,14.56806
13/8/20,16.07267
13/8/20,24.40401
13/8/20,20.23832
13/8/20,15.26042
13/8/20,16.80216
13/8/20,20.81165
13/8/20,22.80037
13/8/20,24.4081
13/8/20,26.27897
13/8/20,29.74134
13/8/20,31.18944
13/8/20,34.04695
13/8/20,47.7617
13/8/20,65.44766502
13/8/20,60.71589365
13/8/20,65.51438
13/8/20,33.5087
13/8/20,24.89508
13/8/20,21.49318
14/8/20,27.27541
14/8/20,24.10892
14/8/20,22.70857
14/8/20,22.28828
14/8/20,20.97218
14/8/20,24.16301
14/8/20,30.19909
14/8/20,27.10988
14/8/20,24.06163
14/8/20,24.97338
14/8/20,26.86892
14/8/20,31.71091
14/8/20,32.76367
14/8/20,38.34553
14/8/20,42.92548
14/8/20,55.21145
14/8/20,77.56805368
14/8/20,61.32053019
14/8/20,70.83194966
14/8/20,74.5670116
14/8/20,63.89798028
14/8/20,61.29893035
14/8/20,43.63465
14/8/20,37.94377
15/8/20,40.61293
15/8/20,37.72978
15/8/20,30.14111
15/8/20,28.07395
15/8/20,26.25226
15/8/20,27.12006
15/8/20,21.87104
15/8/20,18.62447
15/8/20,13.78923
15/8/20,16.93766
15/8/20,19.63718
15/8/20,27.2069
15/8/20,33.34176
15/8/20,37.08754
15/8/20,47.30717
15/8/20,62.18265
15/8/20,58.36717661
15/8/20,67.13362378
15/8/20,66.86744076
15/8/20,69.70154937
15/8/20,57.20271749
15/8/20,48.65102
15/8/20,43.82928
15/8/20,37.8578
16/8/20,44.26282
16/8/20,43.34521
16/8/20,35.5212
16/8/20,33.58379
16/8/20,29.94834
16/8/20,32.83949
16/8/20,29.80757
16/8/20,20.77173
16/8/20,16.14079
16/8/20,18.94431
16/8/20,21.1611
16/8/20,25.06661
16/8/20,31.59837
16/8/20,38.7866
16/8/20,47.09614
16/8/20,62.04778
16/8/20,64.46941
16/8/20,62.30108472
16/8/20,76.39940609
16/8/20,67.40741993
16/8/20,68.94329767
16/8/20,57.69629
16/8/20,49.23477
16/8/20,46.12188
17/8/20,30.33039
17/8/20,29.46006
17/8/20,25.1151
17/8/20,22.96905
17/8/20,21.71847
17/8/20,25.28267
17/8/20,29.75513
17/8/20,26.94074
17/8/20,27.91563
17/8/20,24.4792
17/8/20,28.25528
17/8/20,36.9741
17/8/20,36.82869
17/8/20,48.46988
17/8/20,63.66213
17/8/20,64.67504
17/8/20,74.52094348
17/8/20,62.13758357
17/8/20,68.3404763
17/8/20,70.2923462
17/8/20,77.5608006
17/8/20,67.59398778
17/8/20,60.9144
17/8/20,42.27503
18/8/20,45.15137
18/8/20,26.64646
18/8/20,34.00532
18/8/20,23.8436
18/8/20,28.30489
18/8/20,21.63968
18/8/20,35.84224
18/8/20,33.46486
18/8/20,29.32944
18/8/20,22.08541
18/8/20,24.9646
18/8/20,23.31779
18/8/20,31.50805
18/8/20,48.79243
18/8/20,9.84995692
18/8/20,10.14123479
18/8/20,37.11368
18/8/20,55.4098834
18/8/20,68.97134877
18/8/20,61.06367863
18/8/20,79.23194629
18/8/20,74.58572639
18/8/20,68.78809562
18/8/20,36.51363
19/8/20,40.43311
19/8/20,37.30547
19/8/20,30.95772
19/8/20,28.36105
19/8/20,30.94045
19/8/20,33.27479
19/8/20,53.34601
19/8/20,44.07533
19/8/20,33.97127
19/8/20,23.47653
19/8/20,38.60232
19/8/20,43.45474
19/8/20,58.24521
19/8/20,59.42053
19/8/20,50.06278
19/8/20,67.515
19/8/20,66.92834
19/8/20,70.51528738
19/8/20,73.64220006
19/8/20,79.57195443
19/8/20,74.29723893
19/8/20,67.78485
19/8/20,52.42949
19/8/20,44.92422
20/8/20,35.14876
20/8/20,30.41064
20/8/20,30.29
20/8/20,24.88172
20/8/20,27.40851
20/8/20,27.47738
20/8/20,60.30385
20/8/20,39.6084
20/8/20,30.20307
20/8/20,29.35646
20/8/20,28.88931
20/8/20,36.41448
20/8/20,45.34031
20/8/20,36.69238
20/8/20,35.5601
20/8/20,28.50152
20/8/20,35.077
20/8/20,56.52927
20/8/20,59.84209363
20/8/20,70.1560425
20/8/20,66.13817661
20/8/20,49.63682
20/8/20,49.94969
20/8/20,40.14967
21/8/20,32.35185
21/8/20,27.53436
21/8/20,27.40198
21/8/20,26.53004
21/8/20,24.21216
21/8/20,25.3559
21/8/20,52.21464
21/8/20,32.32397
21/8/20,26.09873
21/8/20,25.44061
21/8/20,26.99932
21/8/20,32.72791
21/8/20,37.85102
21/8/20,36.63803
21/8/20,30.87664
21/8/20,37.16485
21/8/20,25.0883
21/8/20,43.45303
21/8/20,58.42375
21/8/20,73.09952105
21/8/20,71.32138645
21/8/20,49.71582
21/8/20,52.32841
21/8/20,38.78815
22/8/20,27.16007
22/8/20,25.59248
22/8/20,23.4145
22/8/20,21.66313
22/8/20,21.48008
22/8/20,24.55876
22/8/20,28.17348
22/8/20,21.5252
22/8/20,19.2841
22/8/20,18.74521
22/8/20,24.75935
22/8/20,25.22722
22/8/20,23.55493
22/8/20,25.34402
22/8/20,32.57048
22/8/20,32.99825
22/8/20,35.45759
22/8/20,43.87828
22/8/20,73.33602227
22/8/20,67.10066
22/8/20,46.76514
22/8/20,35.57064
22/8/20,31.79823
22/8/20,28.20845
23/8/20,27.84107
23/8/20,25.68788
23/8/20,23.95537
23/8/20,21.82319
23/8/20,20.93358
23/8/20,24.0699
23/8/20,25.35059
23/8/20,19.21056
23/8/20,15.4712
23/8/20,16.77347
23/8/20,18.64496
23/8/20,24.67719
23/8/20,26.53944
23/8/20,25.9128
23/8/20,28.10996
23/8/20,32.93891
23/8/20,40.64443
23/8/20,47.68306
23/8/20,62.53571693
23/8/20,66.8742
23/8/20,43.08012
23/8/20,36.04453
23/8/20,31.60459
23/8/20,30.38
24/8/20,24.23541
24/8/20,22.69697
24/8/20,20.14323
24/8/20,19.62148
24/8/20,20.97838
24/8/20,23.70216
24/8/20,32.93828
24/8/20,26.58476
24/8/20,21.19316
24/8/20,21.50184
24/8/20,22.58332
24/8/20,27.75635
24/8/20,29.8763
24/8/20,34.78107
24/8/20,31.1702
24/8/20,35.57806
24/8/20,41.28053
24/8/20,59.19294
24/8/20,74.60925099
24/8/20,59.22181804
24/8/20,49.02231
24/8/20,37.22695
24/8/20,33.56638
24/8/20,30.55505
25/8/20,29.12732
25/8/20,25.65191
25/8/20,23.41554
25/8/20,22.22449
25/8/20,22.57746
25/8/20,25.06911
25/8/20,35.69941
25/8/20,26.831
25/8/20,22.04844
25/8/20,22.02494
25/8/20,20.56934
25/8/20,22.69722
25/8/20,22.6265
25/8/20,27.33196
25/8/20,27.72823
25/8/20,32.97348
25/8/20,39.18623
25/8/20,52.64984
25/8/20,59.28314118
25/8/20,65.51164878
25/8/20,45.54328
25/8/20,38.95529
25/8/20,33.17342
25/8/20,29.59238
26/8/20,28.56903
26/8/20,27.26731
26/8/20,23.93412
26/8/20,24.64871
26/8/20,24.24996
26/8/20,28.14148
26/8/20,34.39038
26/8/20,26.97532
26/8/20,22.70314
26/8/20,22.13516
26/8/20,24.88886
26/8/20,19.46522
26/8/20,23.58307
26/8/20,25.57718
26/8/20,24.01239
26/8/20,27.58339
26/8/20,30.54489
26/8/20,40.9735
26/8/20,56.00427793
26/8/20,62.74958229
26/8/20,41.57228
26/8/20,34.39848
26/8/20,31.35721
26/8/20,31.94479
27/8/20,26.35897
27/8/20,24.43187
27/8/20,20.0275
27/8/20,19.24332
27/8/20,20.49081
27/8/20,24.42275
27/8/20,32.41413
27/8/20,26.34998
27/8/20,20.99094
27/8/20,20.75082
27/8/20,22.42648
27/8/20,24.48632
27/8/20,25.42618
27/8/20,27.01652
27/8/20,29.18578
27/8/20,32.54646
27/8/20,30.80666
27/8/20,35.01997
27/8/20,75.04949172
27/8/20,50.68152958
27/8/20,50.22127
27/8/20,42.49757
27/8/20,34.0914
27/8/20,33.04608
28/8/20,26.01936
28/8/20,25.79305
28/8/20,24.04187
28/8/20,22.7752
28/8/20,22.36079
28/8/20,24.52137
28/8/20,29.97149
28/8/20,24.44854
28/8/20,19.5273
28/8/20,18.27447
28/8/20,20.2853
28/8/20,23.04641
28/8/20,22.54926
28/8/20,24.8343
28/8/20,25.21929
28/8/20,28.65364
28/8/20,30.49326
28/8/20,47.4609
28/8/20,57.61253919
28/8/20,63.82492217
28/8/20,42.76011
28/8/20,37.94835
28/8/20,29.75291
28/8/20,28.27156
29/8/20,27.31866
29/8/20,25.35772
29/8/20,23.59583
29/8/20,24.1511
29/8/20,22.68571
29/8/20,24.266
29/8/20,25.97716
29/8/20,20.5186
29/8/20,9.869923958
29/8/20,9.751348359
29/8/20,9.997557209
29/8/20,12.8927
29/8/20,18.92585
29/8/20,21.37132
29/8/20,21.97648
29/8/20,28.28719
29/8/20,29.57165
29/8/20,41.32035
29/8/20,64.91502
29/8/20,62.43732
29/8/20,38.79659
29/8/20,30.63076
29/8/20,27.85363
29/8/20,24.46507
30/8/20,23.30816
30/8/20,23.17437
30/8/20,20.98321
30/8/20,21.4666
30/8/20,22.07654
30/8/20,22.42066
30/8/20,20.95439
30/8/20,17.97725
30/8/20,10.19480907
30/8/20,9.657131487
30/8/20,10.4816569
30/8/20,10.71363957
30/8/20,14.86739
30/8/20,18.35413
30/8/20,21.25144
30/8/20,22.35551
30/8/20,24.45319
30/8/20,33.89362
30/8/20,58.15494
30/8/20,47.90546
30/8/20,38.29519
30/8/20,29.80744
30/8/20,27.02286
30/8/20,23.36222
31/8/20,20.71704
31/8/20,20.01514
31/8/20,18.38196
31/8/20,18.37851
31/8/20,20.22405
31/8/20,23.01399
31/8/20,27.69005
31/8/20,22.93428
31/8/20,13.86588
31/8/20,9.959731846
31/8/20,11.91113
31/8/20,16.00135
31/8/20,18.98898
31/8/20,22.00285
31/8/20,24.52025
31/8/20,25.53723
31/8/20,26.95683
31/8/20,36.76931
31/8/20,66.72547
31/8/20,47.51309
31/8/20,36.95916
31/8/20,30.8937
31/8/20,26.42114
31/8/20,22.0988
1/9/20,17.35617
1/9/20,16.74139
1/9/20,15.64823
1/9/20,15.6508
1/9/20,17.12038
1/9/20,19.88029
1/9/20,25.23355
1/9/20,19.14121
1/9/20,11.11898747
1/9/20,10.21997835
1/9/20,10.47974195
1/9/20,9.882594545
1/9/20,13.88941
1/9/20,17.18249
1/9/20,18.39473
1/9/20,22.97203
1/9/20,22.17816
1/9/20,27.92518
1/9/20,54.16382
1/9/20,39.77848
1/9/20,30.37752
1/9/20,26.92089
1/9/20,21.48148
1/9/20,19.65878
2/9/20,18.09096
2/9/20,18.60885
2/9/20,15.63834
2/9/20,15.90718
2/9/20,17.56956
2/9/20,21.11642
2/9/20,27.05638
2/9/20,20.03609
2/9/20,10.32490753
2/9/20,9.844965867
2/9/20,10.67988546
2/9/20,11.91361973
2/9/20,12.57915
2/9/20,17.60146
2/9/20,19.54543
2/9/20,20.07794
2/9/20,22.46466
2/9/20,28.14972
2/9/20,48.95917
2/9/20,39.74723
2/9/20,27.74822
2/9/20,23.46282
2/9/20,22.35463
2/9/20,20.99264
3/9/20,21.25245
3/9/20,19.62662
3/9/20,17.48169
3/9/20,17.55426
3/9/20,18.98663
3/9/20,21.48603
3/9/20,31.21977
3/9/20,24.46135
3/9/20,16.93982
3/9/20,15.53337
3/9/20,17.01382
3/9/20,19.95961
3/9/20,23.22817
3/9/20,24.94579
3/9/20,27.04959
3/9/20,27.84529
3/9/20,30.02528
3/9/20,38.3018
3/9/20,61.37795
3/9/20,53.27504
3/9/20,36.17544
3/9/20,31.08703
3/9/20,25.24521
3/9/20,23.38425
4/9/20,25.69303
4/9/20,24.31976
4/9/20,22.09829
4/9/20,21.65002
4/9/20,23.3238
4/9/20,26.74276
4/9/20,41.87591
4/9/20,30.5948
4/9/20,21.94503
4/9/20,22.55341
4/9/20,23.64995
4/9/20,30.00119
4/9/20,28.38003
4/9/20,28.37108
4/9/20,28.16279
4/9/20,32.0077
4/9/20,34.64607
4/9/20,43.77289
4/9/20,64.71122519
4/9/20,73.76244628
4/9/20,48.21356
4/9/20,46.816
4/9/20,37.71868
4/9/20,33.74184
5/9/20,33.77341
5/9/20,36.5518
5/9/20,32.13257
5/9/20,31.29485
5/9/20,30.81021
5/9/20,29.1376
5/9/20,41.87264
5/9/20,28.75885
5/9/20,22.60852
5/9/20,25.34819
5/9/20,27.69046
5/9/20,29.62461
5/9/20,29.62434
5/9/20,32.3962
5/9/20,37.84904
5/9/20,53.78374
5/9/20,58.42545
5/9/20,73.25536551
5/9/20,64.8513193
5/9/20,77.62390517
5/9/20,68.17588
5/9/20,68.59514
5/9/20,53.60134
5/9/20,44.068
6/9/20,43.24204
6/9/20,41.18552
6/9/20,36.35318
6/9/20,33.02224
6/9/20,29.89149
6/9/20,27.28551
6/9/20,41.42068
6/9/20,27.05472
6/9/20,21.06588
6/9/20,22.59822
6/9/20,30.71915
6/9/20,35.97577
6/9/20,39.87365
6/9/20,49.09219
6/9/20,56.43015
6/9/20,63.26827925
6/9/20,66.29551398
6/9/20,69.30381579
6/9/20,49.97621419
6/9/20,68.13187609
6/9/20,69.95051789
6/9/20,69.44402
6/9/20,53.72428
6/9/20,48.50738
7/9/20,42.10694
7/9/20,39.13916
7/9/20,34.43788
7/9/20,31.63158
7/9/20,31.21308
7/9/20,28.42792
7/9/20,27.52623
7/9/20,27.47067
7/9/20,17.75184
7/9/20,19.85086
7/9/20,25.91084
7/9/20,29.91873
7/9/20,33.70444
7/9/20,45.18839
7/9/20,50.50305
7/9/20,52.22232
7/9/20,66.95055
7/9/20,72.01323077
7/9/20,68.15644173
7/9/20,70.48866036
7/9/20,65.09282182
7/9/20,57.34998
7/9/20,49.56335
7/9/20,44.43012
8/9/20,43.02965
8/9/20,35.34341
8/9/20,32.96326
8/9/20,30.07647
8/9/20,30.25819
8/9/20,34.26582
8/9/20,41.93577
8/9/20,31.55728
8/9/20,21.47925
8/9/20,21.17786
8/9/20,26.62658
8/9/20,31.32062
8/9/20,39.61299
8/9/20,45.18034
8/9/20,54.50688
8/9/20,54.36769
8/9/20,58.44686
8/9/20,67.19245394
8/9/20,64.63465551
8/9/20,64.89180877
8/9/20,73.65538059
8/9/20,62.75757
8/9/20,57.04892
8/9/20,48.98
9/9/20,23.60601
9/9/20,21.03
9/9/20,20.39
9/9/20,19.96004
9/9/20,21.1918
9/9/20,23.38816
9/9/20,27.98338
9/9/20,21.00663
9/9/20,14.15991
9/9/20,11.67384
9/9/20,12.6679
9/9/20,14.69219
9/9/20,18.22486
9/9/20,21.03026
9/9/20,26.72906
9/9/20,27.36987
9/9/20,28.62612
9/9/20,35.73614
9/9/20,74.260678
9/9/20,74.81853807
9/9/20,39.72848
9/9/20,31.64444
9/9/20,26.45027
9/9/20,24.61998
10/9/20,21.64893
10/9/20,20.53125
10/9/20,20.21165
10/9/20,19.0147
10/9/20,19.64783
10/9/20,21
10/9/20,26.22635
10/9/20,20.79093
10/9/20,15.03611
10/9/20,13.00059
10/9/20,12.71392
10/9/20,14.90804
10/9/20,15.84695
10/9/20,21.24682
10/9/20,21.70553
10/9/20,25.69407
10/9/20,27.4828
10/9/20,36.20621
10/9/20,67.13881652
10/9/20,60.41217
10/9/20,39.43865
10/9/20,30.95813
10/9/20,27.21872
10/9/20,23.64139
11/9/20,20.85141
11/9/20,20.25182
11/9/20,19.41814
11/9/20,18.37482
11/9/20,18.71409
11/9/20,20.79963
11/9/20,23.52137
11/9/20,19.94642
11/9/20,17.43896
11/9/20,15.38113
11/9/20,15.00773
11/9/20,16.02582
11/9/20,16.41812
11/9/20,19.27785
11/9/20,20.84796
11/9/20,21.68471
11/9/20,24.16146
11/9/20,28.80567
11/9/20,54.7992
11/9/20,42.36533
11/9/20,29.4633
11/9/20,25.68274
11/9/20,21.46376
11/9/20,20.72789
12/9/20,20.76699
12/9/20,19.68993
12/9/20,18.20599
12/9/20,17.80798
12/9/20,18.66907
12/9/20,19.58423
12/9/20,19.46916
12/9/20,18.30475
12/9/20,11.64655
12/9/20,9.118026049
12/9/20,9.675038829
12/9/20,9.414651779
12/9/20,9.76477907
12/9/20,15.70509
12/9/20,15.55334
12/9/20,16.47125
12/9/20,16.8388
12/9/20,23.56097
12/9/20,41.36818
12/9/20,37.65631
12/9/20,27.81279
12/9/20,23.26866
12/9/20,21.35156
12/9/20,18.34886
13/9/20,18.65674
13/9/20,17.63165
13/9/20,17.304
13/9/20,16.88833
13/9/20,16.67669
13/9/20,16.74116
13/9/20,16.90364
13/9/20,15.36216
13/9/20,9.896637784
13/9/20,9.273440528
13/9/20,9.884344235
13/9/20,8.984194859
13/9/20,11.80863932
13/9/20,12.76339
13/9/20,14.93743
13/9/20,15.07587
13/9/20,17.26211
13/9/20,22.97282
13/9/20,37.3033
13/9/20,34.21013
13/9/20,27.75153
13/9/20,22.71812
13/9/20,18.74744
13/9/20,18.46052
14/9/20,18.39855
14/9/20,16.77877
14/9/20,15.50154
14/9/20,15.50928
14/9/20,16.98173
14/9/20,20.6239
14/9/20,23.41192
14/9/20,19.61736
14/9/20,14.39655
14/9/20,12.99689
14/9/20,12.67733
14/9/20,12.59654
14/9/20,14.42241
14/9/20,16.56516
14/9/20,17.08187
14/9/20,20.31179
14/9/20,23.48435
14/9/20,32.51982
14/9/20,65.00617
14/9/20,41.18274
14/9/20,28.63334
14/9/20,24.81414
14/9/20,21.62961
14/9/20,18.63392
15/9/20,19.71029
15/9/20,18.65092
15/9/20,17.79994
15/9/20,17.82725
15/9/20,18.66291
15/9/20,20.89127
15/9/20,23.8032
15/9/20,20.4803
15/9/20,15.57451
15/9/20,13.17355
15/9/20,13.0537
15/9/20,14.97909
15/9/20,16.92639
15/9/20,20.93782
15/9/20,23.0922
15/9/20,24.17571
15/9/20,28.95531
15/9/20,36.4346
15/9/20,55.94126285
15/9/20,49.16893
15/9/20,32.80834
15/9/20,27.18392
15/9/20,26.21483
15/9/20,21.49502
16/9/20,21.31718
16/9/20,20.12892
16/9/20,19.50183
16/9/20,19.0407
16/9/20,19.63524
16/9/20,20.67777
16/9/20,23.48004
16/9/20,20.2111
16/9/20,15.67806
16/9/20,13.22854
16/9/20,13.19934
16/9/20,16.44902
16/9/20,18.71004
16/9/20,22.04963
16/9/20,23.13797
16/9/20,27.66423
16/9/20,30.51688
16/9/20,43.97485
16/9/20,54.34273957
16/9/20,54.92795
16/9/20,33.67041
16/9/20,28.22944
16/9/20,23.38767
16/9/20,21.82002
17/9/20,20.27024
17/9/20,19.17519
17/9/20,17.68536
17/9/20,17.32655
17/9/20,17.9458
17/9/20,20.03016
17/9/20,24.09555
17/9/20,21.13406
17/9/20,17.69568
17/9/20,16.21603
17/9/20,16.4409
17/9/20,19.08716
17/9/20,21.37953
17/9/20,22.7784
17/9/20,25.32796
17/9/20,27.47705
17/9/20,27.89837
17/9/20,36.91823
17/9/20,51.72969
17/9/20,40.16589
17/9/20,32.06083
17/9/20,26.94899
17/9/20,24.39001
17/9/20,21.57399
18/9/20,19.68188
18/9/20,18.31507
18/9/20,16.45345
18/9/20,16.39234
18/9/20,17.15523
18/9/20,18.83493
18/9/20,23.78426
18/9/20,21.61839
18/9/20,18.28915
18/9/20,16.58871
18/9/20,17.34949
18/9/20,18.02341
18/9/20,18.79471
18/9/20,20.89811
18/9/20,22.22498
18/9/20,21.71562
18/9/20,22.53736
18/9/20,25.48083
18/9/20,43.80638
18/9/20,38.4193
18/9/20,28.0669
18/9/20,23.14517
18/9/20,21.86616
18/9/20,20.02433
19/9/20,20.73817
19/9/20,18.8965
19/9/20,16.40847
19/9/20,15.40831
19/9/20,16.4214
19/9/20,18.47939
19/9/20,18.75141
19/9/20,15.86727
19/9/20,8.972298281
19/9/20,9.403321595
19/9/20,9.232800134
19/9/20,9.618824802
19/9/20,9.520685433
19/9/20,14.6221
19/9/20,17.55445
19/9/20,19.51692
19/9/20,21.9074
19/9/20,28.7026
19/9/20,35.89527
19/9/20,35.45492
19/9/20,27.27316
19/9/20,23.54613
19/9/20,20.12684
19/9/20,19.49881
20/9/20,25.7048
20/9/20,21.3244
20/9/20,20.88013
20/9/20,20.30203
20/9/20,20.73987
20/9/20,20.95198
20/9/20,22.02504
20/9/20,18.77419
20/9/20,10.28534117
20/9/20,11.25227571
20/9/20,11.02960412
20/9/20,10.29873214
20/9/20,10.02942439
20/9/20,15.22352
20/9/20,17.66047
20/9/20,20.16421
20/9/20,23.93779
20/9/20,28.91008
20/9/20,42.49469
20/9/20,39.76477
20/9/20,29.05282
20/9/20,27.47542
20/9/20,23.59241
20/9/20,21.36841
21/9/20,19.94367
21/9/20,19.37381
21/9/20,19.1036
21/9/20,19.0163
21/9/20,19.07866
21/9/20,21.19933
21/9/20,27.00543
21/9/20,22.18856
21/9/20,15.4811
21/9/20,10.13981088
21/9/20,9.993684966
21/9/20,9.657158144
21/9/20,11.85026
21/9/20,15.96299
21/9/20,18.26995
21/9/20,22.32169
21/9/20,23.8886
21/9/20,35.92829
21/9/20,54.75377
21/9/20,44.49669
21/9/20,32.54263
21/9/20,26.98893
21/9/20,22.10248
21/9/20,20.72485
22/9/20,18.91438
22/9/20,18.5516
22/9/20,18.13241
22/9/20,18.1012
22/9/20,18.05247
22/9/20,19.61434
22/9/20,31.60985
22/9/20,24.79795
22/9/20,17.94362
22/9/20,12.05237
22/9/20,11.29623
22/9/20,13.55118
22/9/20,14.41633
22/9/20,17.5718
22/9/20,18.8558
22/9/20,20.91915
22/9/20,21.84621
22/9/20,31.14559
22/9/20,51.02706
22/9/20,40.72487
22/9/20,28.87116
22/9/20,25.16533
22/9/20,22.55669
22/9/20,19.46907
23/9/20,21.71643
23/9/20,19.1911
23/9/20,17.94922
23/9/20,17.25794
23/9/20,17.5861
23/9/20,20.19451
23/9/20,32.80863
23/9/20,24.2459
23/9/20,18.8663
23/9/20,13.10978
23/9/20,12.79737
23/9/20,15.28137
23/9/20,17.82355
23/9/20,20.34583
23/9/20,23.07391
23/9/20,27.39548
23/9/20,28.08355
23/9/20,44.86081
23/9/20,62.4135
23/9/20,49.42185
23/9/20,35.27754
23/9/20,28.24014
23/9/20,23.28119
23/9/20,20.96686
24/9/20,20.6997
24/9/20,19.13495
24/9/20,17.8397
24/9/20,16.31993
24/9/20,17.1034
24/9/20,19.77995
24/9/20,29.61196
24/9/20,23.07714
24/9/20,15.95999
24/9/20,10.53626984
24/9/20,12.32081
24/9/20,14.66459
24/9/20,17.90812
24/9/20,20.78178
24/9/20,21.35185
24/9/20,22.67258
24/9/20,24.71697
24/9/20,36.64274
24/9/20,56.43406
24/9/20,39.43879
24/9/20,30.8974
24/9/20,26.51117
24/9/20,23.64858
24/9/20,21.15709
25/9/20,19.39262
25/9/20,17.30864
25/9/20,16.15377
25/9/20,15.77537
25/9/20,16.04929
25/9/20,19.51671
25/9/20,26.60226
25/9/20,21.35575
25/9/20,11.93498
25/9/20,10.66346977
25/9/20,10.01569092
25/9/20,9.594550373
25/9/20,11.69883
25/9/20,17.52552
25/9/20,19.11298
25/9/20,20.37626
25/9/20,25.81704
25/9/20,35.1375
25/9/20,51.44879
25/9/20,40.23302
25/9/20,32.55688
25/9/20,28.88032
25/9/20,24.22628
25/9/20,23.10728
26/9/20,19.20438
26/9/20,19.33368
26/9/20,18.48217
26/9/20,18.91583
26/9/20,19.26638
26/9/20,20.98482
26/9/20,25.84928
26/9/20,18.63297
26/9/20,9.951104839
26/9/20,10.6531958
26/9/20,9.979161233
26/9/20,12.98019654
26/9/20,10.74444327
26/9/20,13.6058
26/9/20,15.94592
26/9/20,15.37533
26/9/20,19.98367
26/9/20,33.7192
26/9/20,47.70536
26/9/20,38.54348
26/9/20,30.90382
26/9/20,27.43089
26/9/20,22.2228
26/9/20,20.9381
27/9/20,20.59507
27/9/20,20.08743
27/9/20,20.36126
27/9/20,20.43003
27/9/20,20.28693
27/9/20,20.62559
27/9/20,24.76472
27/9/20,19.42692
27/9/20,9.660339914
27/9/20,10.10508039
27/9/20,9.915602661
27/9/20,9.680192356
27/9/20,11.68871286
27/9/20,14.77075
27/9/20,18.39151
27/9/20,20.0428
27/9/20,22.7013
27/9/20,37.43684
27/9/20,63.76074
27/9/20,47.86412
27/9/20,33.74277
27/9/20,29.13894
27/9/20,25.74867
27/9/20,23.16718
28/9/20,20.09409
28/9/20,19.41953
28/9/20,19.09682
28/9/20,18.67083
28/9/20,19.26064
28/9/20,21.00106
28/9/20,32.11322
28/9/20,27.17495
28/9/20,16.44556
28/9/20,9.581433922
28/9/20,9.816475976
28/9/20,9.556722087
28/9/20,15.28923
28/9/20,22.2506
28/9/20,27.8618
28/9/20,30.78768
28/9/20,40.11473
28/9/20,65.54790055
28/9/20,71.33643552
28/9/20,49.31105764
28/9/20,47.70514
28/9/20,35.28302
28/9/20,29.52389
28/9/20,27.19864
29/9/20,22.03785
29/9/20,22.96677
29/9/20,20.34757
29/9/20,19.93177
29/9/20,20.34457
29/9/20,22.92937
29/9/20,27.98923
29/9/20,24.69382
29/9/20,18.2161
29/9/20,11.17894981
29/9/20,13.90989
29/9/20,18.27916
29/9/20,21.32523
29/9/20,25.65114
29/9/20,32.52645
29/9/20,38.44233
29/9/20,51.14264
29/9/20,50.66399065
29/9/20,72.90878186
29/9/20,74.33376542
29/9/20,50.07913
29/9/20,38.79879
29/9/20,31.35692
29/9/20,31.08435
30/9/20,32.75198
30/9/20,28.95489
30/9/20,25.6668
30/9/20,22.93997
30/9/20,23.73092
30/9/20,28.76172
30/9/20,32.62399
30/9/20,29.2419
30/9/20,25.89751
30/9/20,22.37627
30/9/20,24.28451
30/9/20,28.41308
30/9/20,33.18189
30/9/20,34.09532
30/9/20,45.26527
30/9/20,57.29555
30/9/20,65.45010021
30/9/20,73.33860286
30/9/20,67.95963739
30/9/20,53.6199878
30/9/20,67.59153
30/9/20,48.3272
30/9/20,39.17478
30/9/20,32.46362
1/10/20,23.93199
1/10/20,22.89486
1/10/20,19.86334
1/10/20,19.83251
1/10/20,20.75787
1/10/20,23.65913
1/10/20,29.99346
1/10/20,26.66356
1/10/20,20.34995
1/10/20,17.12634
