time,original load,load
1,0.599,1.797
2,0.559,1.677
3,0.251,0.753
4,0.128,0.384
5,0.144,0.432
6,0.144,0.432
7,0.176,0.528
8,1.001,3.003
9,0.431,1.293
10,0.374,1.122
11,0.831,2.493
12,3.902,4.803299543
13,2.624,4.858154943
14,0.502,1.506
15,0.415,1.245
16,0.559,1.677
17,0.55,1.65
18,1.359,4.077
19,3.4110001,4.95810733
20,1.668,5.004
21,0.777,2.331
22,0.508,1.524
23,0.315,0.945
24,0.115,0.345
25,0.089,0.267
26,0.115,0.345
27,0.112,0.336
28,0.087,0.261
29,0.114,0.342
30,0.104,0.312
31,0.099,0.297
32,0.285,0.855
33,0.558,1.674
34,0.311,0.933
35,0.327,0.981
36,0.312,0.936
37,0.35,1.05
38,1.464,4.392
39,0.488,1.464
40,0.394,1.182
41,0.445,1.335
42,0.28,0.84
43,0.384,1.152
44,0.381,1.143
45,0.377,1.131
46,0.946,2.838
47,0.662,1.986
48,0.474,1.422
49,0.284,0.852
50,0.108,0.324
51,0.09,0.27
52,0.114,0.342
53,0.101,0.303
54,0.102,0.306
55,0.7,2.1
56,0.152,0.456
57,0.215,0.645
58,0.31,0.93
59,0.374,1.122
60,0.129,0.387
61,0.108,0.324
62,2.632,5.078550471
63,1.797,4.985458325
64,0.385,1.155
65,0.542,1.626
66,1.346,4.038
67,2.108,5.096139278
68,0.662,1.986
69,1.055,3.165
70,0.709,2.127
71,0.578,1.734
72,0.544,1.632
73,0.447,1.341
74,0.123,0.369
75,0.11,0.33
76,0.127,0.381
77,0.106,0.318
78,0.111,0.333
79,0.122,0.366
80,0.279,0.837
81,0.592,1.776
82,0.228,0.684
83,0.358,1.074
84,0.345,1.035
85,0.413,1.239
86,0.31,0.93
87,0.367,1.101
88,0.386,1.158
89,0.304,0.912
90,0.776,2.328
91,0.615,1.845
92,0.606,1.818
93,0.479,1.437
94,0.585,1.755
95,0.439,1.317
96,0.142,0.426
97,0.097,0.291
98,0.107,0.321
99,0.098,0.294
100,0.088,0.264
101,0.106,0.318
102,0.082,0.246
103,0.103,0.309
104,0.69,2.07
105,1.638,4.914
106,0.316,0.948
107,0.326,0.978
108,0.272,0.816
109,0.258,0.774
110,0.282,0.846
111,0.322,0.966
112,0.395,1.185
113,0.49,1.47
114,0.906,2.718
115,0.837,2.511
116,0.646,1.938
117,0.775,2.325
118,0.706,2.118
119,0.43,1.29
120,0.092,0.276
121,0.11,0.33
122,0.089,0.267
123,0.082,0.246
124,0.114,0.342
125,0.089,0.267
126,0.08,0.24
127,0.168,0.504
128,0.186,0.558
129,0.192,0.576
130,0.387,1.161
131,0.276,0.828
132,0.121,0.363
133,0.12,0.36
134,0.133,0.399
135,0.521,1.563
136,0.368,1.104
137,0.372,1.116
138,0.389,1.167
139,0.584,1.752
140,0.36,1.08
141,0.347,1.041
142,0.394,1.182
143,0.412,1.236
144,0.462,1.386
145,0.085,0.255
146,0.105,0.315
147,0.092,0.276
148,0.108,0.324
149,0.132,0.396
150,0.086,0.258
151,0.137,0.411
152,0.156,0.468
153,0.106,0.318
154,0.226,0.678
155,0.459,1.377
156,0.271,0.813
157,0.266,0.798
158,1.618,4.854
159,1.881,5.005370359
160,0.39,1.17
161,0.468,1.404
162,0.521,1.563
163,2.3070001,5.132009267
164,0.922,2.766
165,1.13,3.39
166,2.266,4.896049244
167,2.206,4.911441789
168,1.108,3.324
169,0.188,0.564
170,0.122,0.366
171,0.095,0.285
172,0.114,0.342
173,0.089,0.267
174,0.11,0.33
175,0.178,0.534
176,0.105,0.315
177,0.25,0.75
178,0.242,0.726
179,0.533,1.599
180,2.129,4.964244075
181,2.9620001,4.92348217
182,2.012,4.911100371
183,0.826,2.478
184,0.542,1.626
185,0.492,1.476
186,0.489,1.467
187,0.737,2.211
188,0.579,1.737
189,0.474,1.422
190,0.487,1.461
191,0.459,1.377
192,0.215,0.645
193,0.139,0.417
194,0.078,0.234
195,0.104,0.312
196,0.076,0.228
197,0.104,0.312
198,0.078,0.234
199,0.133,0.399
200,0.09,0.27
201,0.142,0.426
202,0.208,0.624
203,0.551,1.653
204,0.518,1.554
205,0.236,0.708
206,0.26,0.78
207,0.248,0.744
208,0.289,0.867
209,0.175,0.525
210,0.396,1.188
211,0.558,1.674
212,0.522,1.566
213,0.499,1.497
214,0.701,2.103
215,0.614,1.842
216,0.265,0.795
217,0.116,0.348
218,0.09,0.27
219,0.11,0.33
220,0.084,0.252
221,0.11,0.33
222,0.1,0.3
223,0.115,0.345
224,0.862,2.586
225,0.299,0.897
226,0.172,0.516
227,0.275,0.825
228,0.255,0.765
229,0.399,1.197
230,0.272,0.816
231,0.354,1.062
232,0.367,1.101
233,0.344,1.032
234,0.363,1.089
235,0.494,1.482
236,0.314,0.942
237,0.397,1.191
238,0.431,1.293
239,0.356,1.068
240,0.419,1.257
241,0.281,0.843
242,0.091,0.273
243,0.132,0.396
244,0.103,0.309
245,0.128,0.384
246,0.109,0.327
247,0.214,0.642
248,0.299,0.897
249,0.418,1.254
250,0.197,0.591
251,0.217,0.651
252,0.376,1.128
253,0.282,0.846
254,0.266,0.798
255,0.34,1.02
256,0.452,1.356
257,0.181,0.543
258,0.106,0.318
259,0.134,0.402
260,0.126,0.378
261,0.245,0.735
262,0.589,1.767
263,0.485,1.455
264,0.376,1.128
265,0.164,0.492
266,0.085,0.255
267,0.099,0.297
268,0.083,0.249
269,0.099,0.297
270,0.08,0.24
271,0.167,0.501
272,0.246,0.738
273,0.335,1.005
274,0.263,0.789
275,0.156,0.468
276,0.374,1.122
277,0.415,1.245
278,0.178,0.534
279,0.141,0.423
280,0.128,0.384
281,0.148,0.444
282,0.234,0.702
283,1.784,5.010402027
284,0.785,2.355
285,0.621,1.863
286,0.77,2.31
287,0.629,1.887
288,0.348,1.044
289,0.105,0.315
290,0.111,0.333
291,0.086,0.258
292,0.107,0.321
293,0.088,0.264
294,0.123,0.369
295,0.168,0.504
296,0.123,0.369
297,0.434,1.302
298,1.162,3.486
299,0.442,1.326
300,0.201,0.603
301,0.159,0.477
302,0.387,1.161
303,0.299,0.897
304,0.34,1.02
305,0.295,0.885
306,0.439,1.317
307,0.34,1.02
308,0.409,1.227
309,0.45,1.35
310,0.462,1.386
311,0.428,1.284
312,0.375,1.125
313,1.335,4.005
314,0.084,0.252
315,0.085,0.255
316,0.084,0.252
317,0.085,0.255
318,0.112,0.336
319,0.604,1.812
320,1.281,3.843
321,1.464,4.392
322,2.986,5.045182098
323,1.89,5.048498614
324,1.149,3.447
325,1.691,5.073
326,0.392,1.176
327,0.371,1.113
328,1.817,4.918333982
329,1.754,5.252685231
330,2.217,4.704530307
331,1.118,3.354
332,0.625,1.875
333,0.457,1.371
334,0.611,1.833
335,0.4,1.2
336,0.43,1.29
337,1.421,4.263
338,0.202,0.606
339,0.16,0.48
340,0.083,0.249
341,0.079,0.237
342,0.082,0.246
343,1.237,3.711
344,0.212,0.636
345,2.245,5.093974243
346,1.107,3.321
347,0.634,1.902
348,1.122,3.366
349,0.446,1.338
350,0.196,0.588
351,0.241,0.723
352,0.242,0.726
353,0.389,1.167
354,1.544,4.632
355,2.2449999,5.10273647
356,1.804,5.128321433
357,0.57,1.71
358,0.714,2.142
359,0.492,1.476
360,0.162,0.486
361,0.088,0.264
362,0.09,0.27
363,0.109,0.327
364,0.09,0.27
365,0.082,0.246
366,0.785,2.355
367,2.121,5.029040562
368,0.915,2.745
369,0.344,1.032
370,0.461,1.383
371,0.246,0.738
372,0.176,0.528
373,0.141,0.423
374,0.135,0.405
375,0.138,0.414
376,0.169,0.507
377,0.419,1.257
378,0.863,2.589
379,0.481,1.443
380,0.541,1.623
381,0.691,2.073
382,1.325,3.975
383,2.214,4.92139629
384,0.725,2.175
385,0.171,0.513
386,0.081,0.243
387,0.102,0.306
388,0.085,0.255
389,0.108,0.324
390,0.194,0.582
391,0.155,0.465
392,1.414,4.242
393,1.091,3.273
394,0.131,0.393
395,0.093,0.279
396,0.095,0.285
397,0.096,0.288
398,0.095,0.285
399,0.098,0.294
400,0.091,0.273
401,0.13,0.39
402,0.519,1.557
403,0.197,0.591
404,0.217,0.651
405,0.2,0.6
406,0.226,0.678
407,0.194,0.582
408,0.214,0.470278333
409,0.212,1.907206827
410,0.233,2.750156771
411,0.221,4.867575019
412,0.202,3.115770255
413,0.224,1.970010408
414,0.227,0.357620933
415,0.209,0.14240238
416,0.223,0.624575572
417,0.209,0.601412737
418,0.224,0.885487875
419,0.209,0.364021348
420,0.205,0.449057477
421,0.231,1.795748163
422,0.197,1.986206434
423,0.203,2.239687174
424,0.248,1.046113264
425,0.201,0.583809401
426,0.196,1.677837542
427,0.221,0.375462537
428,0.201,1.487671674
429,0.26,1.566102488
430,0.195,1.792683467
431,0.213,1.13115826
432,0.196,1.276592892
433,0.213,1.300689416
434,0.202,2.512637739
435,0.211,2.165299174
436,0.243,3.466980369
437,0.208,4.918211698
438,0.223,4.628318293
439,0.202,1.612379196
440,0.227,0.512581653
441,0.207,0.801542589
442,0.223,0.486517632
443,0.236,0.57262763
444,0.198,0.601073952
445,0.217,0.802077387
446,0.248,0.86460033
447,0.199,1.404462083
448,0.222,1.232826744
449,0.222,1.373366831
450,0.218,0.795960802
451,0.205,1.550540123
452,0.214,4.397469574
453,0.23,4.698825676
454,0.213,3.159109531
455,0.204,2.158920665
456,0.241,2.869799381
457,0.21,2.268806092
458,0.237,2.733631713
459,0.199,2.583697436
460,0.231,2.436892757
461,0.23,2.725169814
462,0.204,2.869483435
463,0.233,0.883938218
464,0.2,-0.050682106
465,0.237,0.226898991
466,0.231,-0.072259982
467,0.214,-0.315581892
468,0.23,0.676053443
469,0.229,0.720575957
470,0.227,0.7932122
471,0.202,1.186062788
472,0.243,1.141527167
473,0.202,1.36429305
474,0.216,1.479064136
475,0.23,0.366056267
476,0.208,0.804189197
477,0.241,0.739838221
478,0.199,0.84735425
479,0.224,1.90195331
480,0.224,1.28079517
481,0.228,2.317085796
482,0.21,2.182420483
483,0.251,3.614204076
484,0.208,4.117158641
485,0.259,3.057712774
486,0.196,1.799422406
487,0.252,2.022799773
488,0.195,0.96407229
489,0.221,-0.100248016
490,0.204,0.546186043
491,0.224,0.649949499
492,0.219,0.343407976
493,0.215,0.380984924
494,0.21,0.980895136
495,0.249,1.572500511
496,0.201,1.846698837
497,0.216,0.588521194
498,0.248,1.470704785
499,0.196,1.962268698
500,0.225,2.079161601
501,0.224,1.9774997
502,0.226,1.732491752
503,0.201,1.997493313
504,0.248,3.065214772
505,0.218,2.220581381
506,0.248,1.761729073
507,0.235,2.363168895
508,0.207,2.596723899
509,0.248,2.604675092
510,0.207,4.620718725
511,0.229,1.535197791
512,0.226,0.533354247
513,0.206,0.418592557
514,0.236,0.265754944
515,0.203,0.690839361
516,0.216,0.523529689
517,0.225,1.794984905
518,0.239,1.518756986
519,0.262,2.148459896
520,0.184,1.417881631
521,0.119,4.856170579
522,0.129,3.822206769
523,0.132,3.561959379
524,0.12,4.846731653
525,0.169,4.901293355
526,0.113,5.252676383
527,0.126,3.177176643
528,0.14,1.440664163
529,0.127,2.376800366
530,0.115,2.541500161
531,0.135,1.684924085
532,0.129,2.591280291
533,0.14,2.211946009
534,0.107,2.1693544
535,0.149,2.720670405
536,0.122,1.729491227
537,0.107,0.472586
538,0.162,0.443187275
539,0.108,0.628503013
540,0.135,1.853059133
541,0.132,0.894839096
542,0.111,1.243821996
543,0.155,1.760605597
544,0.106,1.64712508
545,0.164,1.515574991
546,0.131,1.166027332
547,0.122,0.407947766
548,0.112,1.279140487
549,0.14,1.117489614
550,0.118,1.437428025
551,0.12,0.446375415
552,0.115,1.16879848
553,0.122,1.22098812
554,0.119,1.506630485
555,0.122,3.536544784
556,0.118,3.783516645
557,0.12,2.55265134
558,0.123,2.762491082
559,0.117,0.78066184
560,0.123,0.096208609
561,0.122,0.866986057
562,0.147,-0.112593082
563,0.115,0.505918236
564,0.117,0.32676488
565,0.137,1.323864984
566,0.124,2.162092335
567,0.119,1.452016838
568,0.119,2.770402028
569,0.14,1.928824036
570,0.113,2.332288982
571,0.119,3.423262075
572,0.136,3.31315955
573,0.113,1.951231302
574,0.142,1.515606342
575,0.113,3.542787511
576,0.131,1.891453486
577,0.134,1.301340721
578,0.205,0.71882277
579,0.113,2.10139158
580,0.084,2.570154997
581,0.121,2.778442352
582,0.112,2.125461437
583,0.123,0.906929356
584,0.225,0.681721
585,0.315,0.945
586,0.252,0.756
587,0.246,0.738
588,0.387,1.161
589,0.27,0.81
590,0.245,0.735
591,0.254,0.762
592,0.136,0.408
593,0.595,1.785
594,0.509,1.527
595,0.663,1.989
596,0.449,1.347
597,0.421,1.263
598,0.659,1.977
599,0.356,1.068
600,0.106,0.318
601,0.082,0.246
602,0.107,0.321
603,0.081,0.243
604,0.131,0.393
605,0.092,0.276
606,0.105,0.315
607,0.677,2.031
608,0.353,1.059
609,0.096,0.288
610,0.277,0.831
611,0.183,0.549
612,0.105,0.315
613,0.119,0.357
614,0.169,0.507
615,0.249,0.747
616,0.393,1.179
617,0.361,1.083
618,0.856,2.568
619,0.616,1.848
620,1.446,4.338
621,2.7139999,5.170626355
622,0.938,2.814
623,0.762,2.286
624,0.238,0.714
625,0.14,0.42
626,0.139,0.417
627,0.136,0.408
628,0.135,0.405
629,0.136,0.408
630,0.199,0.597
631,0.429,1.287
632,0.805,2.415
633,0.245,0.735
634,0.972,2.916
635,0.401,1.203
636,0.437,1.311
637,0.857,2.571
638,0.24,0.72
639,0.256,0.768
640,0.297,0.891
641,0.46,1.38
642,0.58,1.74
643,0.384,1.152
644,0.199,0.597
645,0.386,1.158
646,0.569,1.707
647,0.356,1.068
648,0.214,0.642
649,0.195,0.585
650,0.219,0.657
651,0.194,0.582
652,0.192,0.576
653,0.192,0.576
654,0.191,0.573
655,0.334,1.002
656,0.451,1.353
657,0.502,1.506
658,0.463,1.389
659,0.495,1.485
660,0.364,1.092
661,0.355,1.065
662,0.375,1.125
663,0.713,2.139
664,0.289,0.867
665,0.908,2.724
666,0.552,1.656
667,0.607,1.821
668,0.609,1.827
669,0.591,1.773
670,0.547,1.641
671,0.241,0.723
672,0.145,0.435
673,0.145,0.435
674,0.145,0.435
675,0.146,0.438
676,0.146,0.438
677,0.239,0.717
678,0.217,0.651
679,0.169,0.507
680,0.169,0.507
681,1.6,4.8
682,3.9920001,5.015333804
683,0.887,2.661
684,2.18,5.053461573
685,1.419,4.257
686,0.411,1.233
687,0.417,1.251
688,0.344,1.032
689,0.413,1.239
690,0.434,1.302
691,0.701,2.103
692,0.444,1.332
693,0.381,1.143
694,0.455,1.365
695,0.101,0.303
696,0.098,0.294
697,0.114,0.342
698,0.092,0.276
699,0.089,0.267
700,0.109,0.327
701,0.307,0.921
702,0.241,0.723
703,0.481,1.443
704,0.132,0.396
705,0.136,0.408
706,0.218,0.654
707,0.391,1.173
708,0.36,1.08
709,0.272,0.816
710,0.447,1.341
711,0.32,0.96
712,0.32,0.96
713,0.628,1.884
714,0.458,1.374
715,0.393,1.179
716,0.6,1.8
717,0.544,1.632
718,0.44,1.32
719,0.457,1.371
720,0.358,1.074
721,0.137,0.411
722,0.08,0.24
723,0.078,0.234
724,0.081,0.243
725,0.074,0.222
726,0.107,0.321
727,0.182,0.546
728,0.599,1.797
729,0.38,1.14
730,0.635,1.905
731,0.599,1.797
732,0.51,1.53
733,0.534,1.602
734,0.362,1.086
735,0.348,1.044
736,0.304,0.912
737,0.482,1.446
738,0.28,0.84
739,0.529,1.587
740,0.559,1.677
741,1.141,3.423
742,0.878,2.634
743,0.093,0.279
744,0.083,0.249
745,0.084,0.252
746,0.112,0.336
747,0.075,0.225
748,0.082,0.246
749,0.141,0.423
750,0.111,0.333
751,0.344,1.032
752,0.144,0.432
753,0.217,0.651
754,0.314,0.942
755,0.404,1.212
756,0.31,0.93
757,0.205,0.615
758,0.271,0.813
759,0.308,0.924
760,0.416,1.248
761,0.931,2.793
762,0.735,2.205
763,0.573,1.719
764,0.483,1.449
765,0.453,1.359
766,0.595,1.785
767,0.465,1.395
768,0.169,0.507
769,0.12,0.36
770,0.08,0.24
771,0.114,0.342
772,0.108,0.324
773,0.142,0.426
774,0.188,0.564
775,0.21,0.63
776,0.27,0.81
777,0.167,0.501
778,0.144,0.432
779,0.162,0.486
780,0.148,0.444
781,0.383,1.149
782,0.183,0.549
783,0.242,0.726
784,0.378,1.134
785,0.751,2.253
786,0.503,1.509
787,0.663,1.989
788,0.56,1.68
789,0.523,1.569
790,0.652,1.956
791,0.123,0.369
792,0.085,0.255
793,0.099,0.297
794,0.097,0.291
795,0.102,0.306
796,0.091,0.273
797,0.126,0.378
798,0.133,0.399
799,1.139,3.417
800,0.977,2.931
801,2.9919999,5.081419092
802,0.977,2.931
803,0.825,2.475
804,1.834,4.915480089
805,0.37,1.11
806,0.245,0.735
807,0.266,0.798
808,0.232,0.696
809,0.404,1.212
810,0.794,2.382
811,0.342,1.026
812,0.508,1.524
813,0.405,1.215
814,0.348,1.044
815,0.357,1.071
816,0.092,0.276
817,0.093,0.279
818,0.101,0.303
819,0.1,0.3
820,0.106,0.318
821,0.131,0.393
822,0.215,0.645
823,2.158,5.134115789
824,0.524,1.572
825,0.324,0.972
826,0.315,0.945
827,0.336,1.008
828,0.32,0.96
829,0.42,1.26
830,0.265,0.795
831,0.376,1.128
832,0.313,0.939
833,0.454,1.362
834,0.506,1.518
835,0.357,1.071
836,0.472,1.416
837,0.48,1.44
838,0.442,1.326
839,2.17,4.937205939
840,0.276,0.828
841,0.167,0.501
842,0.161,0.483
843,0.15,0.45
844,0.175,0.525
845,0.178,0.534
846,0.18,0.54
847,0.169,0.507
848,0.389,1.167
849,0.288,0.864
850,0.249,0.747
851,0.573,1.719
852,2.231,5.121934345
853,2.326,4.92917808
854,1.3210001,3.9630003
855,0.553,1.659
856,0.455,1.365
857,0.495,1.485
858,0.826,2.478
859,0.535,1.605
860,0.531,1.593
861,0.42,1.26
862,0.352,1.056
863,0.127,0.381
864,0.088,0.264
865,0.082,0.246
866,0.089,0.267
867,0.08,0.24
868,0.085,0.255
869,0.106,0.318
870,0.185,0.555
871,0.285,0.855
872,0.355,1.065
873,0.166,0.498
874,0.223,0.669
875,0.276,0.828
876,1.45,4.35
877,0.251,0.753
878,0.21,0.63
879,0.272,0.816
880,1.085,3.255
881,1.211,3.633
882,0.527,1.581
883,0.64,1.92
884,1.063,3.189
885,1.027,3.081
886,0.603,1.809
887,0.131,0.393
888,0.111,0.333
889,0.094,0.282
890,0.1,0.3
891,0.092,0.276
892,0.082,0.246
893,1.635,4.905
894,0.877,2.631
895,0.36,1.08
896,0.222,0.666
897,1.506,4.518
898,1.724,4.936945492
899,1.638,4.914
900,0.956,2.868
901,0.899,2.697
902,0.596,1.788
903,2.392,5.129904573
904,0.704,2.112
905,0.245,0.735
906,0.218,0.654
907,0.566,1.698
908,0.463,1.389
909,0.584,1.752
910,0.751,2.253
911,0.466,1.398
912,0.324,0.972
913,0.106,0.318
914,0.09,0.27
915,0.089,0.267
916,0.089,0.267
917,0.089,0.267
918,0.157,0.471
919,0.338,1.014
920,1.276,3.828
921,0.575,1.725
922,0.451,1.353
923,0.463,1.389
924,0.489,1.467
925,0.391,1.173
926,0.43,1.29
927,0.393,1.179
928,0.329,0.987
929,0.308,0.924
930,0.36,1.08
931,0.468,1.404
932,0.516,1.548
933,0.331,0.993
934,0.207,0.621
935,0.123,0.369
936,0.089,0.267
937,0.098,0.294
938,0.101,0.303
939,0.099,0.297
940,0.109,0.327
941,0.144,0.432
942,0.169,0.507
943,0.361,1.083
944,0.251,0.753
945,0.498,1.494
946,0.413,1.239
947,0.414,1.242
948,0.298,0.894
949,0.382,1.146
950,0.229,0.687
951,0.185,0.555
952,0.191,0.573
953,2.7860001,5.031402326
954,0.738,2.214
955,2.4579999,4.974969995
956,1.95,4.948088551
957,0.67,2.01
958,1.151,3.453
959,0.66,1.98
960,0.16,0.48
961,0.116,0.348
962,0.123,0.369
963,0.145,0.435
964,0.115,0.345
965,0.84,2.52
966,0.417,1.251
967,0.318,0.954
968,0.251,0.753
969,0.336,1.008
970,0.572,1.716
971,0.456,1.368
972,0.303,0.909
973,0.262,0.786
974,0.205,0.615
975,0.209,0.627
976,0.202,0.606
977,0.224,0.672
978,0.189,0.567
979,0.332,0.996
980,0.251,0.753
981,0.401,1.203
982,0.459,1.377
983,0.569,1.707
984,0.261,0.783
985,0.111,0.333
986,0.099,0.297
987,0.112,0.336
988,0.107,0.321
989,0.147,0.441
990,0.15,0.45
991,0.148,0.444
992,0.163,0.489
993,0.401,1.203
994,0.675,2.025
995,1.184,3.552
996,1.387,4.161
997,0.848,2.544
998,2.8109999,4.937739114
999,0.307,0.921
1000,0.25,0.75
1001,0.278,0.834
1002,0.408,1.224
1003,0.865,2.595
1004,0.783,2.349
1005,1.771,5.085589577
1006,1.542,4.626
1007,1.387,4.161
1008,0.178,0.534
1009,0.102,0.306
1010,0.097,0.291
1011,0.112,0.336
1012,0.125,0.375
1013,0.107,0.321
1014,0.118,0.354
1015,0.218,0.654
1016,1.258,3.774
1017,0.748,2.244
1018,0.635,1.905
1019,1.667,5.001
1020,3.312,5.005771907
1021,2.181,4.879164691
1022,2.725,4.953114527
1023,2.704,4.92609561
1024,0.881,2.643
1025,1.933,4.883066838
1026,0.767,2.301
1027,1.774,4.990111812
1028,1.59,4.77
1029,0.909,2.727
1030,0.92,2.76
1031,0.265,0.795
1032,0.088,0.264
1033,0.081,0.243
1034,0.088,0.264
1035,0.086,0.258
1036,0.116,0.348
1037,0.077,0.231
1038,0.201,0.603
1039,0.24,0.72
1040,1.898,4.969859838
1041,1.007,3.021
1042,0.243,0.729
1043,0.396,1.188
1044,0.271,0.813
1045,0.299,0.897
1046,0.108,0.324
1047,0.133,0.399
1048,0.147,0.441
1049,0.238,0.714
1050,0.328,0.984
1051,0.548,1.644
1052,0.514,1.542
1053,0.464,1.392
1054,0.458,1.374
1055,0.351,1.053
1056,0.083,0.249
1057,0.09,0.27
1058,0.082,0.246
1059,0.095,0.285
1060,0.098,0.294
1061,0.213,0.639
1062,1.66,4.98
1063,0.92,2.76
1064,0.405,1.215
1065,0.476,1.428
1066,0.241,0.723
1067,0.261,0.783
1068,0.251,0.753
1069,0.321,0.963
1070,0.263,0.789
1071,0.254,0.762
1072,0.271,0.813
1073,1.45,4.35
1074,1.794,4.888290321
1075,0.533,1.599
1076,0.518,1.554
1077,0.647,1.941
1078,0.468,1.404
1079,0.1,0.3
1080,0.087,0.261
1081,0.084,0.252
1082,0.081,0.243
1083,0.087,0.261
1084,0.081,0.243
1085,0.084,0.252
1086,0.112,0.336
1087,0.138,0.414
1088,0.288,0.864
1089,0.143,0.429
1090,0.174,0.522
1091,0.111,0.333
1092,0.288,0.864
1093,0.205,0.615
1094,0.255,0.765
1095,0.39,1.17
1096,0.821,2.463
1097,0.277,0.831
1098,0.706,2.118
1099,0.536,1.608
1100,0.662,1.986
1101,0.473,1.419
1102,0.563,1.689
1103,0.346,1.038
1104,0.162,0.486
1105,0.165,0.495
1106,0.109,0.327
1107,0.123,0.369
1108,0.109,0.327
1109,0.105,0.315
1110,0.249,0.747
1111,0.426,1.278
1112,0.401,1.203
1113,0.249,0.747
1114,0.095,0.285
1115,0.304,0.912
1116,0.218,0.654
1117,0.31,0.93
1118,0.337,1.011
1119,0.338,1.014
1120,0.212,0.636
1121,0.25,0.75
1122,0.138,0.414
1123,0.603,1.809
1124,0.587,1.761
1125,0.642,1.926
1126,0.646,1.938
1127,0.575,1.725
1128,0.416,1.248
1129,0.088,0.264
1130,0.107,0.321
1131,0.089,0.267
1132,0.081,0.243
1133,0.112,0.336
1134,0.235,0.705
1135,0.222,0.666
1136,0.408,1.224
1137,0.128,0.384
1138,0.15,0.45
1139,0.338,1.014
1140,0.28,0.84
1141,0.327,0.981
1142,0.434,1.302
1143,0.248,0.744
1144,0.237,0.711
1145,0.333,0.999
1146,0.354,1.062
1147,1.511,4.533
1148,0.83,2.49
1149,0.418,1.254
1150,0.505,1.515
1151,0.397,1.191
1152,0.086,0.258
1153,0.115,0.345
1154,0.099,0.297
1155,0.103,0.309
1156,0.565,1.695
1157,0.872,2.616
1158,0.416,1.248
1159,0.404,1.212
1160,0.588,1.764
1161,0.313,0.939
1162,0.313,0.939
1163,0.318,0.954
1164,0.274,0.822
1165,0.292,0.876
1166,0.377,1.131
1167,0.276,0.828
1168,0.256,0.768
1169,0.241,0.723
1170,0.386,1.158
1171,1.324,3.972
1172,0.528,1.584
1173,0.507,1.521
1174,0.516,1.548
1175,0.57,1.71
1176,0.109,0.327
1177,0.086,0.258
1178,0.085,0.255
1179,0.084,0.252
1180,0.082,0.246
1181,0.078,0.234
1182,0.137,0.411
1183,0.132,0.396
1184,0.125,0.375
1185,0.437,1.311
1186,0.475,1.425
1187,1.3889999,4.1669997
1188,3.449,5.121807166
1189,2.211,4.898748648
1190,0.72,2.16
1191,0.325,0.975
1192,0.329,0.987
1193,0.453,1.359
1194,0.318,0.954
1195,0.367,1.101
1196,0.441,1.323
1197,0.558,1.674
1198,0.577,1.731
1199,0.445,1.335
1200,0.243,0.729
1201,0.083,0.249
1202,0.07,0.21
1203,0.078,0.234
1204,0.071,0.213
1205,0.079,0.237
1206,0.24,0.72
1207,0.973,2.919
1208,0.741,2.223
1209,0.712,2.136
1210,0.123,0.369
1211,0.182,0.546
1212,0.32,0.96
1213,0.394,1.182
1214,0.725,2.175
1215,0.967,2.901
1216,0.116,0.348
1217,0.311,0.933
1218,0.704,2.112
1219,0.576,1.728
1220,0.406,1.218
1221,1.585,4.755
1222,0.53,1.59
1223,0.37,1.11
1224,0.125,0.375
1225,0.11,0.33
1226,0.074,0.222
1227,0.076,0.228
1228,0.105,0.315
1229,0.07,0.21
1230,0.227,0.681
1231,0.223,0.669
1232,0.509,1.527
1233,0.121,0.363
1234,0.245,0.735
1235,0.256,0.768
1236,0.223,0.669
1237,0.23,0.69
1238,0.216,0.648
1239,0.217,0.651
1240,0.343,1.029
1241,0.206,0.618
1242,0.366,1.098
1243,0.686,2.058
1244,0.449,1.347
1245,0.426,1.278
1246,0.463,1.389
1247,0.377,1.131
1248,0.301,0.903
1249,0.089,0.267
1250,0.138,0.414
1251,0.081,0.243
1252,0.102,0.306
1253,0.078,0.234
1254,0.301,0.903
1255,0.194,0.582
1256,0.378,1.134
1257,0.154,0.462
1258,0.248,0.744
1259,0.115,0.345
1260,0.266,0.798
1261,1.167,3.501
1262,0.2,0.6
1263,0.234,0.702
1264,0.209,0.627
1265,0.485,1.455
1266,1.048,3.144
1267,0.752,2.256
1268,0.433,1.299
1269,0.437,1.311
1270,0.415,1.245
1271,0.415,1.245
1272,0.279,0.837
1273,0.104,0.312
1274,0.076,0.228
1275,0.106,0.318
1276,0.072,0.216
1277,0.206,0.618
1278,0.181,0.543
1279,0.198,0.594
1280,0.341,1.023
1281,0.103,0.309
1282,0.134,0.402
1283,0.409,1.227
1284,0.232,0.696
1285,0.23,0.69
1286,0.633,1.899
1287,0.319,0.957
1288,0.181,0.543
1289,0.912,2.736
1290,0.524,1.572
1291,0.61,1.83
1292,0.634,1.902
1293,0.681,2.043
1294,0.549,1.647
1295,0.418,1.254
1296,0.234,0.702
1297,0.151,0.453
1298,0.085,0.255
1299,0.105,0.315
1300,0.095,0.285
1301,0.094,0.282
1302,0.183,0.549
1303,0.377,1.131
1304,0.919,2.757
1305,0.976,2.928
1306,0.323,0.969
1307,0.427,1.281
1308,0.268,0.804
1309,0.195,0.585
1310,0.157,0.471
1311,0.236,0.708
1312,0.228,0.684
1313,0.23,0.69
1314,0.532,1.596
1315,0.27,0.81
1316,0.299,0.897
1317,0.333,0.999
1318,0.651,1.953
