time,original load,load
9200,0.47,1.41
9201,0.575,1.725
9202,0.647,1.941
9203,0.51,1.53
9204,0.594,1.782
9205,0.317,0.951
9206,0.18,0.54
9207,0.212,0.636
9208,0.496,1.488
9209,1.136,3.408
9210,1.379,4.137
9211,0.697,2.091
9212,0.776,2.328
9213,0.761,2.283
9214,0.777,2.331
9215,1.044,3.132
9216,0.452,1.356
9217,0.104,0.312
9218,0.108,0.324
9219,0.11,0.33
9220,0.103,0.309
9221,0.163,0.489
9222,0.513,1.539
9223,0.357,1.071
9224,0.595,1.785
9225,0.539,1.617
9226,0.341,1.023
9227,0.387,1.161
9228,0.347,1.041
9229,0.393,1.179
9230,0.737,2.211
9231,0.73,2.19
9232,0.61,1.83
9233,0.867,2.601
9234,1.131,3.393
9235,0.655,1.965
9236,0.678,2.034
9237,0.779,2.337
9238,0.553,1.659
9239,0.298,0.894
9240,0.109,0.327
9241,0.103,0.309
9242,0.122,0.366
9243,0.416,1.248
9244,0.426,1.278
9245,0.266,0.798
9246,0.315,0.945
9247,0.301,0.903
9248,1.845,5.173543981
9249,0.671,2.013
9250,1.307,3.921
9251,0.827,2.481
9252,3.7229999,5.070041128
9253,2.18,4.907763188
9254,0.45,1.35
9255,0.314,0.942
9256,0.346,1.038
9257,0.565,1.695
9258,1.051,3.153
9259,1.058,3.174
9260,1.116,3.348
9261,0.82,2.46
9262,0.533,1.599
9263,0.41,1.23
9264,0.383,1.149
9265,0.268,0.804
9266,0.133,0.399
9267,0.107,0.321
9268,0.326,0.978
9269,0.244,0.732
9270,0.126,0.378
9271,0.242,0.726
9272,0.491,1.473
9273,0.307,0.921
9274,0.181,0.543
9275,0.177,0.531
9276,0.253,0.759
9277,0.509,1.527
9278,0.715,2.145
9279,0.37,1.11
9280,0.395,1.185
9281,0.635,1.905
9282,0.966,2.898
9283,1.814,5.232854486
9284,1.111,3.333
9285,1.186,3.558
9286,0.901,2.703
9287,0.635,1.905
9288,0.117,0.351
9289,0.119,0.357
9290,0.225,0.675
9291,0.165,0.495
9292,0.134,0.402
9293,0.171,0.513
9294,0.392,1.176
9295,0.453,1.359
9296,0.461,1.383
9297,0.238,0.714
9298,0.189,0.567
9299,0.221,0.663
9300,0.287,0.861
9301,0.336,1.008
9302,0.37,1.11
9303,0.374,1.122
9304,0.335,1.005
9305,1.159,3.477
9306,1.8909999,5.103126859
9307,1.082,3.246
9308,0.876,2.628
9309,1.159,3.477
9310,0.694,2.082
9311,0.401,1.203
9312,0.125,0.375
9313,0.105,0.315
9314,0.104,0.312
9315,0.126,0.378
9316,0.13,0.39
9317,0.342,1.026
9318,0.172,0.516
9319,0.646,1.938
9320,0.407,1.221
9321,0.244,0.732
9322,0.486,1.458
9323,0.464,1.392
9324,0.422,1.266
9325,0.418,1.254
9326,0.667,2.001
9327,0.365,1.095
9328,0.693,2.079
9329,1.945,5.126333567
9330,1.837,4.861533306
9331,1.177,3.531
9332,1.053,3.159
9333,1.206,3.618
9334,0.794,2.382
9335,0.346,1.038
9336,0.124,0.372
9337,0.102,0.306
9338,0.111,0.333
9339,0.103,0.309
9340,0.24,0.72
9341,0.284,0.852
9342,0.104,0.312
9343,0.597,1.791
9344,0.7,2.1
9345,0.645,1.935
9346,0.518,1.554
9347,0.467,1.401
9348,0.459,1.377
9349,0.7,2.1
9350,0.534,1.602
9351,1.106,3.318
9352,0.5,1.5
9353,0.5,1.5
9354,0.677,2.031
9355,1.178,3.534
9356,1.543,4.629
9357,0.853,2.559
9358,0.503,1.509
9359,0.15,0.45
9360,0.109,0.327
9361,0.113,0.339
9362,0.101,0.303
9363,0.099,0.297
9364,0.1,0.3
9365,0.337,1.011
9366,0.357,1.071
9367,0.425,1.275
9368,0.528,1.584
9369,0.306,0.918
9370,0.326,0.978
9371,0.526,1.578
9372,0.75,2.25
9373,0.615,1.845
9374,0.391,1.173
9375,0.579,1.737
9376,0.52,1.56
9377,1.661,4.983
9378,1.338,4.014
9379,0.89,2.67
9380,0.84,2.52
9381,1.248,3.744
9382,0.833,2.499
9383,0.383,1.149
9384,0.105,0.315
9385,0.136,0.408
9386,0.102,0.306
9387,0.102,0.306
9388,0.101,0.303
9389,0.357,1.071
9390,0.127,0.381
9391,0.705,2.115
9392,0.475,1.425
9393,0.274,0.822
9394,0.431,1.293
9395,0.282,0.846
9396,0.238,0.714
9397,0.415,1.245
9398,0.261,0.783
9399,0.614,1.842
9400,0.413,1.239
9401,0.483,1.449
9402,1.062,3.186
9403,0.726,2.178
9404,0.849,2.547
9405,1.223,3.669
9406,1.277,3.831
9407,0.674,2.022
9408,0.415,1.245
9409,0.162,0.486
9410,0.103,0.309
9411,0.112,0.336
9412,0.105,0.315
9413,0.213,0.639
9414,0.237,0.711
9415,0.341,1.023
9416,0.276,0.828
9417,1.325,3.975
9418,1.587,4.761
9419,1.623,4.869
9420,3.3739999,4.923914651
9421,2.418,4.902040627
9422,0.488,1.464
9423,0.545,1.635
9424,0.554,1.662
9425,1.118,3.354
9426,1.426,4.278
9427,0.968,2.904
9428,1.219,3.657
9429,1.195,3.585
9430,1.064,3.192
9431,0.713,2.139
9432,0.119,0.357
9433,0.122,0.366
9434,0.142,0.426
9435,0.119,0.357
9436,0.144,0.432
9437,0.162,0.486
9438,0.36,1.08
9439,0.653,1.959
9440,0.501,1.503
9441,0.405,1.215
9442,0.545,1.635
9443,0.625,1.875
9444,0.696,2.088
9445,0.377,1.131
9446,0.361,1.083
9447,0.541,1.623
9448,0.381,1.143
9449,0.872,2.616
9450,1.5210001,4.5630003
9451,2.0000001,5.090403731
9452,1.152,3.456
9453,1.247,3.741
9454,0.827,2.481
9455,0.23,0.69
9456,0.141,0.423
9457,0.137,0.411
9458,0.139,0.417
9459,0.121,0.363
9460,0.313,0.939
9461,0.334,1.002
9462,0.322,0.966
9463,0.445,1.335
9464,0.565,1.695
9465,0.405,1.215
9466,0.396,1.188
9467,0.403,1.209
9468,0.581,1.743
9469,0.598,1.794
9470,0.604,1.812
9471,0.364,1.092
9472,0.753,2.259
9473,0.759,2.277
9474,0.602,1.806
9475,0.721,2.163
9476,0.684,2.052
9477,1.11,3.33
9478,0.593,1.779
9479,0.606,1.818
9480,0.129,0.387
9481,0.124,0.372
9482,0.129,0.387
9483,0.12,0.36
9484,0.35,1.05
9485,0.522,1.566
9486,0.249,0.747
9487,0.712,2.136
9488,0.447,1.341
9489,0.314,0.942
9490,0.366,1.098
9491,0.365,1.095
9492,0.534,1.602
9493,0.373,1.119
9494,0.327,0.981
9495,0.472,1.416
9496,0.452,1.356
9497,0.405,1.215
9498,1.569,4.707
9499,1.9870001,5.0485809
9500,0.841,2.523
9501,0.672,2.016
9502,0.628,1.884
9503,0.582,1.746
9504,0.236,0.708
9505,0.136,0.408
9506,0.131,0.393
9507,0.115,0.345
9508,0.399,1.197
9509,0.181,0.543
9510,0.171,0.513
9511,1.321,3.963
9512,1.594,4.782
9513,0.343,1.029
9514,0.11,0.33
9515,0.171,0.513
9516,0.629,1.887
9517,0.306,0.918
9518,0.392,1.176
9519,0.294,0.882
9520,0.296,0.888
9521,0.552,1.656
9522,0.799,2.397
9523,1.222,3.666
9524,1.195,3.585
9525,1.325,3.975
9526,0.674,2.022
9527,0.325,0.975
9528,0.13,0.39
9529,0.11,0.33
9530,0.156,0.468
9531,0.128,0.384
9532,0.479,1.437
9533,0.785,2.355
9534,0.231,0.693
9535,0.426,1.278
9536,0.286,0.858
9537,0.107,0.321
9538,0.254,0.762
9539,1.243,3.729
9540,0.877,2.631
9541,0.653,1.959
9542,0.288,0.864
9543,0.836,2.508
9544,1.069,3.207
9545,0.659,1.977
9546,0.678,2.034
9547,0.677,2.031
9548,0.886,2.658
9549,0.843,2.529
9550,0.724,2.172
9551,0.193,0.579
9552,0.117,0.351
9553,0.132,0.396
9554,0.111,0.333
9555,0.127,0.381
9556,0.189,0.567
9557,0.247,0.741
9558,0.343,1.029
9559,0.774,2.322
9560,0.613,1.839
9561,0.275,0.825
9562,0.532,1.596
9563,0.292,0.876
9564,0.287,0.861
9565,0.345,1.035
9566,0.285,0.855
9567,0.301,0.903
9568,0.273,0.819
9569,0.682,2.046
9570,0.873,2.619
9571,0.866,2.598
9572,1.355,4.065
9573,0.944,2.832
9574,0.799,2.397
9575,0.697,2.091
9576,0.47,1.41
9577,0.115,0.345
9578,0.104,0.312
9579,0.251,0.753
9580,0.195,0.585
9581,0.29,0.87
9582,0.135,0.405
9583,0.226,0.678
9584,0.372,1.116
9585,1.066,3.198
9586,0.892,2.676
9587,1.112,3.336
9588,2.744,4.983298497
9589,2.234,5.016015891
9590,0.854,2.562
9591,1.269,3.807
9592,0.823,2.469
9593,2.456,5.00615681
9594,3.0119999,5.110613481
9595,0.758,2.274
9596,0.661,1.983
9597,0.754,2.262
9598,0.514,1.542
9599,0.408,1.224
9600,0.136,0.408
9601,0.111,0.333
9602,0.108,0.324
9603,0.136,0.408
9604,0.271,0.813
9605,0.316,0.948
9606,0.155,0.465
9607,0.402,1.206
9608,0.372,1.116
9609,0.6,1.8
9610,0.347,1.041
9611,0.652,1.956
9612,0.781,2.343
9613,0.77,2.31
9614,1.029,3.087
9615,0.471,1.413
9616,0.576,1.728
9617,0.751,2.253
9618,1.711,5.074390021
9619,1.22,3.66
9620,0.899,2.697
9621,0.833,2.499
9622,0.861,2.583
9623,0.772,2.316
9624,0.614,1.842
9625,1.119,3.357
9626,0.142,0.426
9627,0.143,0.429
9628,0.123,0.369
9629,0.397,1.191
9630,0.305,0.915
9631,0.722,2.166
9632,0.268,0.804
9633,0.168,0.504
9634,0.128,0.384
9635,0.115,0.345
9636,0.328,0.984
9637,0.313,0.939
9638,0.118,0.354
9639,0.103,0.309
9640,0.374,1.122
9641,0.519,1.557
9642,1.842,5.060325733
9643,1.206,3.618
9644,0.76,2.28
9645,0.518,1.554
9646,0.194,0.582
9647,0.135,0.405
9648,0.108,0.324
9649,0.115,0.345
9650,0.131,0.393
9651,0.109,0.327
9652,0.107,0.321
9653,0.398,1.194
9654,0.313,0.939
9655,0.538,1.614
9656,0.559,1.677
9657,0.245,0.735
9658,0.256,0.768
9659,0.421,1.263
9660,0.285,0.855
9661,0.295,0.885
9662,0.621,1.863
9663,0.347,1.041
9664,0.38,1.14
9665,0.698,2.094
9666,2.0260001,4.888918516
9667,1.461,4.383
9668,1.184,3.552
9669,0.79,2.37
9670,0.696,2.088
9671,1.464,4.392
9672,0.498,1.494
9673,0.111,0.333
9674,0.103,0.309
9675,0.11,0.33
9676,0.278,0.834
9677,0.6,1.8
9678,0.282,0.846
9679,0.51,1.53
9680,0.634,1.902
9681,0.138,0.414
9682,0.266,0.798
9683,0.171,0.513
9684,0.439,1.317
9685,0.447,1.341
9686,0.278,0.834
9687,0.41,1.23
9688,0.271,0.813
9689,0.357,1.071
9690,0.422,1.266
9691,1.784,4.958805587
9692,0.824,2.472
9693,0.603,1.809
9694,0.523,1.569
9695,0.111,0.333
9696,0.131,0.393
9697,0.103,0.309
9698,0.107,0.321
9699,0.095,0.285
9700,0.337,1.011
9701,0.27,0.81
9702,0.16,0.48
9703,0.674,2.022
9704,0.466,1.398
9705,0.189,0.567
9706,0.169,0.507
9707,0.156,0.468
9708,0.174,0.522
9709,0.15,0.45
9710,0.156,0.468
9711,0.413,1.239
9712,0.911,2.733
9713,1.2,3.6
9714,1.028,3.084
9715,1.241,3.723
9716,1.131,3.393
9717,0.606,1.818
9718,0.61,1.83
9719,0.446,1.338
9720,0.149,0.447
9721,0.107,0.321
9722,0.114,0.342
9723,0.109,0.327
9724,0.469,1.407
9725,0.319,0.957
9726,0.248,0.744
9727,0.803,2.409
9728,0.471,1.413
9729,0.605,1.815
9730,0.363,1.089
9731,0.124,0.372
9732,0.773,2.319
9733,1.19,3.57
9734,1.201,3.603
9735,0.534,1.602
9736,0.346,1.038
9737,0.924,2.772
9738,1.103,3.309
9739,0.961,2.883
9740,1.007,3.021
9741,0.846,2.538
9742,0.685,2.055
9743,0.752,2.256
9744,0.649,1.947
9745,0.426,1.278
9746,0.134,0.402
9747,0.109,0.327
9748,0.117,0.351
9749,0.818,2.454
9750,1.953,4.91490726
9751,1.4,4.2
9752,1.384,4.152
9753,1.147,3.441
9754,1.34,4.02
9755,2.135,4.826575605
9756,3.0310001,4.852658716
9757,2.488,5.034731094
9758,0.79,2.37
9759,0.778,2.334
9760,0.58,1.74
9761,0.935,2.805
9762,0.688,2.064
9763,0.735,2.205
9764,0.564,1.692
9765,0.491,1.473
9766,0.622,1.866
9767,0.582,1.746
9768,0.343,1.029
9769,0.145,0.435
9770,0.103,0.309
9771,0.482,1.446
9772,0.118,0.354
9773,0.121,0.363
9774,0.109,0.327
9775,0.376,1.128
9776,0.288,0.864
9777,0.232,0.696
9778,0.344,1.032
9779,0.428,1.284
9780,0.597,1.791
9781,0.656,1.968
9782,0.51,1.53
9783,0.491,1.473
9784,0.568,1.704
9785,0.989,2.967
9786,1.631,4.893
9787,1.57,4.71
9788,1.547,4.641
9789,1.301,3.903
9790,0.836,2.508
9791,0.367,1.101
9792,0.106,0.318
9793,0.103,0.309
9794,0.101,0.303
9795,0.104,0.312
9796,0.348,1.044
9797,0.431,1.293
9798,0.232,0.696
9799,0.195,0.585
9800,0.66,1.98
9801,1.5359999,4.6079997
9802,1.463,4.389
9803,0.88,2.64
9804,0.897,2.691
9805,0.739,2.217
9806,0.453,1.359
9807,0.445,1.335
9808,1.3179999,3.9539997
9809,1.51,4.53
9810,0.63,1.89
9811,0.714,2.142
9812,0.431,1.293
9813,0.567,1.701
9814,0.904,2.712
9815,0.713,2.139
9816,0.44,1.32
9817,0.139,0.417
9818,0.144,0.432
9819,0.127,0.381
9820,0.121,0.363
9821,0.444,1.332
9822,0.161,0.483
9823,0.847,2.541
9824,0.447,1.341
9825,0.16,0.48
9826,0.321,0.963
9827,1.147,3.441
9828,0.413,1.239
9829,0.248,0.744
9830,0.262,0.786
9831,0.41,1.23
9832,0.37,1.11
9833,0.384,1.152
9834,0.736,2.208
9835,2.375,5.016659863
9836,1.305,3.915
9837,1.284,3.852
9838,1.343,4.029
9839,0.639,1.917
9840,0.151,0.453
9841,0.12,0.36
9842,0.206,0.618
9843,0.127,0.381
9844,0.116,0.348
9845,0.231,0.693
9846,0.245,0.735
9847,0.498,1.494
9848,0.52,1.56
9849,0.741,2.223
9850,0.68,2.04
9851,0.521,1.563
9852,0.38,1.14
9853,0.407,1.221
9854,0.54,1.62
9855,0.466,1.398
9856,0.513,1.539
9857,1.667,5.001
9858,1.365,4.095
9859,0.934,2.802
9860,1.134,3.402
9861,1.579,4.737
9862,0.873,2.619
9863,0.513,1.539
9864,0.203,0.609
9865,0.109,0.327
9866,0.133,0.399
9867,0.116,0.348
9868,0.112,0.336
9869,0.39,1.17
9870,0.27,0.81
9871,0.53,1.59
9872,0.411,1.233
9873,0.408,1.224
9874,0.581,1.743
9875,0.655,1.965
9876,0.49,1.47
9877,0.505,1.515
9878,0.517,1.551
9879,0.485,1.455
9880,0.697,2.091
9881,1.163,3.489
9882,0.987,2.961
9883,0.969,2.907
9884,1.053,3.159
9885,0.928,2.784
9886,0.961,2.883
9887,0.54,1.62
9888,0.133,0.399
9889,0.129,0.387
9890,0.128,0.384
9891,0.132,0.396
9892,0.118,0.354
9893,0.37,1.11
9894,0.19,0.57
9895,0.807,2.421
9896,0.598,1.794
9897,0.316,0.948
9898,0.404,1.212
9899,0.313,0.939
9900,0.773,2.319
9901,0.628,1.884
9902,0.413,1.239
9903,0.516,1.548
9904,0.347,1.041
9905,0.78,2.34
9906,0.689,2.067
9907,0.629,1.887
9908,0.648,1.944
9909,0.927,2.781
9910,0.882,2.646
9911,0.697,2.091
9912,0.24,0.72
9913,0.132,0.396
9914,0.156,0.468
9915,0.128,0.384
9916,0.219,0.657
9917,0.263,0.789
9918,0.361,1.083
9919,0.143,0.429
9920,0.506,1.518
9921,0.423,1.269
9922,0.94,2.82
9923,2.76,4.950604617
9924,3.1769999,5.028000268
9925,2.004,4.849615365
9926,0.928,2.784
9927,0.941,2.823
9928,0.903,2.709
9929,1.485,4.455
9930,1.005,3.015
9931,1.175,3.525
9932,0.948,2.844
9933,1.347,4.041
9934,1.293,3.879
9935,0.644,1.932
9936,0.112,0.336
9937,0.108,0.324
9938,0.116,0.348
9939,0.115,0.345
9940,0.366,1.098
9941,0.14,0.42
9942,0.224,0.672
9943,0.585,1.755
9944,0.384,1.152
9945,0.381,1.143
9946,0.32,0.96
9947,0.295,0.885
9948,0.233,0.699
9949,0.116,0.348
9950,0.296,0.888
9951,1.563,4.689
9952,1.72,5.172826919
9953,1.082,3.246
9954,0.857,2.571
9955,0.789,2.367
9956,1.019,3.057
9957,0.892,2.676
9958,0.789,2.367
9959,0.704,2.112
9960,0.434,1.302
9961,0.144,0.432
9962,0.111,0.333
9963,0.115,0.345
9964,0.129,0.387
9965,0.485,1.455
9966,0.149,0.447
9967,0.317,0.951
9968,0.496,1.488
9969,0.452,1.356
9970,0.664,1.992
9971,0.594,1.782
9972,0.635,1.905
9973,0.628,1.884
9974,0.85,2.55
9975,0.41,1.23
9976,0.576,1.728
9977,0.827,2.481
9978,1.046,3.138
9979,1.304,3.912
9980,1.201,3.603
9981,1.358,4.074
9982,1.065,3.195
9983,0.323,0.969
9984,0.112,0.336
9985,0.107,0.321
9986,0.117,0.351
9987,0.106,0.318
9988,0.276,0.828
9989,0.295,0.885
9990,0.265,0.795
9991,0.466,1.398
9992,0.788,2.364
9993,0.758,2.274
9994,1.111,3.333
9995,0.726,2.178
9996,0.418,1.254
9997,0.32,0.96
9998,0.501,1.503
9999,0.28,0.84
10000,0.783,2.349
10001,1.55,4.65
10002,0.832,2.496
10003,1.371,4.113
10004,1.402,4.206
10005,1.515,4.545
10006,1.242,3.726
10007,0.66,1.98
10008,0.58,1.74
10009,0.541,1.623
10010,0.424,1.272
10011,0.149,0.447
10012,0.291,0.873
10013,0.329,0.987
10014,0.212,0.636
10015,0.495,1.485
10016,0.581,1.743
10017,0.462,1.386
10018,0.193,0.579
10019,0.211,0.633
10020,0.342,1.026
10021,0.304,0.912
10022,0.314,0.942
10023,0.426,1.278
10024,0.603,1.809
10025,0.61,1.83
10026,0.829,2.487
10027,0.826,2.478
10028,0.883,2.649
10029,0.754,2.262
10030,0.342,1.026
10031,0.174,0.522
10032,0.105,0.315
10033,0.11,0.33
10034,0.114,0.342
10035,0.108,0.324
10036,0.266,0.798
10037,0.435,1.305
10038,0.134,0.402
10039,0.276,0.828
10040,0.513,1.539
10041,0.684,2.052
10042,0.501,1.503
10043,0.111,0.333
10044,0.114,0.342
10045,0.113,0.339
10046,0.115,0.345
10047,0.821,2.463
10048,0.57,1.71
10049,0.748,2.244
10050,0.625,1.875
10051,0.748,2.244
10052,1.25,3.75
10053,0.682,2.046
10054,0.753,2.259
10055,0.639,1.917
10056,0.449,1.347
10057,0.252,0.756
10058,0.104,0.312
10059,0.111,0.333
10060,0.106,0.318
10061,0.584,1.752
10062,0.658,1.974
10063,0.397,1.191
10064,0.732,2.196
10065,0.661,1.983
10066,0.846,2.538
10067,0.272,0.816
10068,0.11,0.33
10069,0.107,0.321
10070,0.119,0.357
10071,0.624,1.872
10072,0.66,1.98
10073,0.383,1.149
10074,0.379,1.137
10075,0.648,1.944
10076,0.826,2.478
10077,1.179,3.537
10078,0.917,2.751
10079,1.151,3.453
10080,0.533,1.599
10081,0.113,0.339
10082,0.107,0.321
10083,0.108,0.324
10084,0.109,0.327
10085,0.131,0.393
10086,0.134,0.402
10087,0.357,1.071
10088,1.893,5.042330222
10089,2.022,4.973081282
10090,2.044,4.826400277
10091,1.722,4.672767724
10092,2.5860001,4.782955739
10093,3.696,4.904178328
10094,1.427,4.281
10095,0.82,2.46
10096,0.998,2.994
10097,1.009,3.027
10098,1.151,3.453
10099,0.751,2.253
10100,0.755,2.265
10101,1.066,3.198
10102,0.772,2.316
10103,0.713,2.139
10104,0.11,0.33
10105,0.113,0.339
10106,0.109,0.327
10107,0.114,0.342
10108,0.11,0.33
10109,0.262,0.786
10110,0.4,1.2
10111,0.478,1.434
10112,0.581,1.743
10113,0.326,0.978
10114,0.292,0.876
10115,0.466,1.398
10116,0.455,1.365
10117,0.375,1.125
10118,1.827,5.038846855
10119,0.531,1.593
10120,0.583,1.749
10121,0.616,1.848
10122,0.859,2.577
10123,1.108,3.324
10124,1.573,4.719
10125,0.731,2.193
10126,0.702,2.106
10127,0.561,1.683
10128,0.663,1.989
10129,0.138,0.414
10130,0.109,0.327
10131,0.146,0.438
10132,0.146,0.438
10133,0.131,0.393
10134,0.589,1.767
10135,0.333,0.999
10136,0.464,1.392
10137,0.823,2.469
10138,0.595,1.785
10139,0.733,2.199
10140,0.707,2.121
10141,1.218,3.654
10142,1.939,5.087483774
10143,0.813,2.439
10144,0.879,2.637
10145,0.933,2.799
10146,0.984,2.952
10147,0.818,2.454
10148,0.809,2.427
10149,0.849,2.547
10150,0.769,2.307
10151,0.412,1.236
10152,0.112,0.336
10153,0.13,0.39
10154,0.141,0.423
10155,0.113,0.339
10156,0.105,0.315
10157,0.131,0.393
10158,0.385,1.155
10159,1.082,3.246
10160,0.452,1.356
10161,0.297,0.891
10162,0.452,1.356
10163,0.336,1.008
10164,0.48,1.44
10165,0.351,1.053
10166,0.306,0.918
10167,0.397,1.191
10168,0.3,0.9
10169,0.511,1.533
10170,1.377,4.131
10171,1.219,3.657
10172,1.131,3.393
10173,1.264,3.792
10174,1.226,3.678
10175,0.575,1.725
10176,0.167,0.501
10177,0.111,0.333
10178,0.104,0.312
10179,0.112,0.336
10180,0.108,0.324
10181,0.319,0.957
10182,0.249,0.747
10183,0.398,1.194
10184,0.719,2.157
10185,0.501,1.503
10186,0.493,1.479
10187,0.296,0.888
10188,0.47,1.41
10189,0.339,1.017
10190,0.371,1.113
10191,0.567,1.701
10192,0.861,2.583
10193,1.353,4.059
10194,0.656,1.968
10195,0.761,2.283
10196,1.245,3.735
10197,1.119,3.357
10198,0.723,2.169
10199,0.638,1.914
10200,0.149,0.447
10201,0.107,0.321
10202,0.109,0.327
10203,0.115,0.345
10204,0.135,0.405
10205,0.219,0.657
10206,0.311,0.933
10207,0.298,0.894
10208,0.587,1.761
10209,0.166,0.498
10210,0.15,0.45
10211,0.117,0.351
10212,0.142,0.426
10213,0.127,0.381
10214,0.261,0.783
10215,0.304,0.912
10216,0.241,0.723
10217,0.176,0.528
10218,0.849,2.547
10219,1.112,3.336
10220,1.247,3.741
10221,0.739,2.217
10222,0.781,2.343
10223,0.389,1.167
10224,0.143,0.429
10225,0.104,0.312
10226,0.104,0.312
10227,0.104,0.312
10228,0.105,0.315
10229,0.397,1.191
10230,0.239,0.717
10231,1.319,3.957
10232,1.043,3.129
10233,0.712,2.136
10234,0.633,1.899
10235,0.454,1.362
10236,0.34,1.02
10237,0.288,0.864
10238,0.283,0.849
10239,0.494,1.482
10240,0.3,0.9
10241,0.422,1.266
10242,0.275,0.825
10243,0.913,2.739
10244,1.536,4.608
10245,1.258,3.774
10246,1.054,3.162
10247,0.727,2.181
10248,0.153,0.459
10249,0.112,0.336
10250,0.115,0.345
10251,0.115,0.345
10252,0.107,0.321
10253,0.203,0.609
10254,0.13,0.39
10255,0.217,0.651
10256,0.458,1.374
10257,0.558,1.674
10258,0.483,1.449
10259,0.582,1.746
10260,1.562,4.686
10261,3.973,5.036691077
10262,2.4009999,4.937586399
10263,1.179,3.537
10264,0.986,2.958
10265,0.896,2.688
10266,0.866,2.598
10267,0.877,2.631
10268,0.942,2.826
10269,0.669,2.007
10270,0.999,2.997
10271,0.98,2.94
10272,0.548,1.644
10273,0.175,0.525
10274,0.139,0.417
10275,0.113,0.339
10276,0.114,0.342
10277,0.481,1.443
10278,0.224,0.672
10279,0.468,1.404
10280,0.479,1.437
10281,0.298,0.894
10282,0.331,0.993
10283,0.311,0.933
10284,0.205,0.615
10285,0.405,1.215
10286,0.299,0.897
10287,0.463,1.389
10288,0.669,2.007
10289,0.497,1.491
10290,0.65,1.95
10291,0.605,1.815
10292,2.038,5.008586622
10293,1.431,4.293
10294,0.931,2.793
10295,0.594,1.782
10296,0.103,0.309
10297,0.139,0.417
10298,0.107,0.321
10299,0.11,0.33
10300,0.254,0.762
10301,0.488,1.464
10302,0.241,0.723
10303,0.154,0.462
10304,0.344,1.032
10305,0.423,1.269
10306,0.452,1.356
10307,0.463,1.389
10308,0.457,1.371
10309,0.262,0.786
10310,0.584,1.752
10311,1.051,3.153
10312,0.415,1.245
10313,0.469,1.407
10314,0.614,1.842
10315,0.463,1.389
10316,0.694,2.082
10317,0.694,2.082
10318,0.726,2.178
10319,0.247,0.741
10320,0.124,0.372
10321,0.117,0.351
10322,0.108,0.324
10323,0.122,0.366
10324,0.159,0.477
10325,0.454,1.362
10326,0.59,1.77
10327,0.404,1.212
10328,0.12,0.36
10329,0.347,1.041
10330,0.398,1.194
10331,0.301,0.903
10332,0.376,1.128
10333,0.466,1.398
10334,0.415,1.245
10335,0.433,1.299
10336,0.531,1.593
10337,0.957,2.871
10338,1.09,3.27
10339,0.894,2.682
10340,0.962,2.886
10341,0.792,2.376
10342,0.59,1.77
10343,0.157,0.471
10344,0.143,0.429
10345,0.099,0.297
10346,0.123,0.369
10347,0.111,0.333
10348,0.364,1.092
10349,0.259,0.777
10350,0.487,1.461
10351,0.483,1.449
10352,0.371,1.113
10353,0.464,1.392
10354,1.021,3.063
10355,1.303,3.909
10356,0.774,2.322
10357,0.84,2.52
10358,0.372,1.116
10359,0.314,0.942
10360,0.602,1.806
10361,1.041,3.123
10362,1.283,3.849
10363,0.893,2.679
10364,0.81,2.43
10365,0.875,2.625
10366,0.575,1.725
10367,0.107,0.321
10368,0.125,0.375
10369,0.105,0.315
10370,0.124,0.372
10371,0.127,0.381
10372,0.109,0.327
10373,0.577,1.731
10374,0.978,2.934
10375,0.517,1.551
10376,0.639,1.917
10377,0.598,1.794
10378,0.157,0.471
10379,0.154,0.462
10380,0.165,0.495
10381,0.218,0.654
10382,0.631,1.893
10383,0.415,1.245
10384,0.356,1.068
10385,0.636,1.908
10386,0.621,1.863
10387,0.851,2.553
10388,0.516,1.548
10389,0.551,1.653
10390,0.619,1.857
10391,0.225,0.675
10392,0.141,0.423
10393,0.109,0.327
10394,0.119,0.357
10395,0.115,0.345
10396,0.109,0.327
10397,0.113,0.339
10398,0.186,0.558
10399,0.573,1.719
10400,1.227,3.681
10401,0.595,1.785
10402,1.282,3.846
10403,0.564,1.692
10404,0.917,2.751
10405,1.051,3.153
10406,0.791,2.373
10407,0.364,1.092
10408,0.32,0.96
10409,0.299,0.897
10410,0.575,1.725
10411,0.595,1.785
10412,0.537,1.611
10413,0.69,2.07
10414,0.723,2.169
10415,0.194,0.582
10416,0.108,0.324
10417,0.11,0.33
10418,0.133,0.399
10419,0.102,0.306
10420,0.093,0.279
10421,0.484,1.452
10422,0.52,1.56
10423,0.425,1.275
10424,0.342,1.026
10425,0.465,1.395
10426,1.146,3.438
10427,2.854,5.077999491
10428,3.9370002,5.065404945
10429,1.961,4.854716042
10430,0.838,2.514
10431,0.713,2.139
10432,0.852,2.556
10433,0.786,2.358
10434,0.818,2.454
10435,1.296,3.888
10436,0.59,1.77
10437,0.593,1.779
10438,0.375,1.125
10439,0.106,0.318
10440,0.129,0.387
10441,0.109,0.327
10442,0.103,0.309
10443,0.094,0.282
10444,0.3,0.9
10445,0.291,0.873
10446,0.52,1.56
10447,0.477,1.431
10448,0.63,1.89
10449,0.411,1.233
10450,0.741,2.223
10451,0.849,2.547
10452,0.726,2.178
10453,0.764,2.292
10454,0.903,2.709
10455,0.928,2.784
10456,0.762,2.286
10457,0.913,2.739
10458,0.924,2.772
10459,2.012,5.084018437
10460,0.989,2.967
